"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"40-015-00002","ALL","prints that an abnormal rms of the flat field was found","{0} = fiber name; {1} = rms value; {2} = quality control rms limit","Fiber {0} Abnormal RMS of FF ({1:.3f} > {2:.3f})","",""
"40-015-00003","ALL","prints that we are saving blaze to file","{0} = filename","Saving blaze file: {0}","",""
"40-015-00004","ALL","prints that we are saving flat to file","{0} = filename","Saving flat file: {0}","",""
"40-015-00005","ALL","prints that we are saving e2dsll to file","{0} = filename","Saving E2DSLL file: {0}","",""
"40-015-00006","ALL","prints which flat dymap file we are using","{0} = filename","Reading flat dymap file: {0}","",""
"40-015-00007","ALL","prints which blaze dymap file we are using","{0} = filename","Reading blaze dymap file: {0}","",""
"40-015-00008","ALL","prints that ff_rms failed QC","{0} = max rms; {1} = qc limit for max rms","Fiber {0}: Max RMS was greater than expected. {1} > limit ({2})","",""
"40-015-00009","ALL","prints that the sinc fitting failed","{0} = order number; {1} = fiber; {2} = iteration; {3} = guess; {4} = lower bounds; {5} = upper bounds; {6} = function name","Error fitting sinc to blaze. Order = {0} Fiber = {1} Iteration = {2} \n\t Guess: {3} \n\t Lower: {4} \n\t Upper: {5} \n\t Error {6}: {7} \n\t Function = {8}","",""
"","","","","","",""
"40-016-00000","ALL","Extraction/Thermal/Leakage/BERV messages","None","","",""
"40-016-00001","ALL","prints the extracted orders S/N and number of cosmic rays","{0} = fiber name; {1} = order number; {2} = signal to noise ratio; {3} = number of cosmic rays","On fiber {0} order {1}: S/N= {2:.1f} Nbcosmic= {3}","",""
"40-016-00002","ALL","prints the extracted orders S/N","{0} = fiber name; {1} = order number; {2} = signal to noise ratio","On fiber {0} order {1}: S/N= {2:.1f}","",""
"40-016-00003","ALL","prints that we are straightening order profiles for fiber","{0} = fiber name","Straightening Order Profile fiber = {0}","",""
"40-016-00004","ALL","prints that we are straightening image ","None","Straightening Image","",""
"40-016-00005","ALL","prints that we are saving the e2ds to file","{0} = filename","Saving E2DS file: {0}","",""
"40-016-00006","ALL","prints that we are saving the e2dsff to file","{0} = filename","Saving E2DSFF file: {0}","",""
"40-016-00007","ALL","prints that we are saving the e2dsll to file","{0} = filename","Saving E2DSLL file: {0}","",""
"40-016-00008","ALL","prints that E2DS was all NaNs","None","E2DS image is all NaNs","",""
"40-016-00009","ALL","prints that we are creating the s1d and for which wavegrid type","{0} = wave grid kind","Calculating S1D ({0})","",""
"40-016-00010","ALL","prints that we are saving the s1d file","{0} = wave grid kind; {1} = filename","Saving S1D ({0}) file: {1}","",""
"40-016-00011","ALL","prints that we are extracting straightened image","None","Extracting straightened image","",""
"40-016-00012","ALL","prints that we are correcting thermal","{0} = fiber type; {1} = mode","Correcting thermal for fiber type = {0} (mode={1})","",""
"40-016-00013","ALL","prints that we are not correcting thermal","{0} = fiber type","Not correcting thermal for fiber type = {0}","",""
"40-016-00014","ALL","prints the process which fiber we are processing now","{0} = fiber type; {1} = list of all fibers","Processing fiber {0} of [{1}]","",""
"40-016-00015","ALL","prints that we are querying gaia using gaiaid or objname or ra/dec","{0} = query parameter","Querying Gaia using {0}","",""
"40-016-00016","ALL","prints that we are using parameters from source","{0} = source","Using positional parameters from {0}","",""
"40-016-00017","ALL","prints that we are calculating the BERV","None","Calculating Barycentric Corrections","",""
"40-016-00018","ALL","prints that we have skipped BERV calculation (dprtype wrong)","{0} = dprtype","\t Skipping Barycentric correction (type={0})","",""
"40-016-00019","ALL","prints that we have skipped BERV calculation (turned off)","None","\t Skipping Barycentric correction (Turned off by user)","",""
"40-016-00020","ALL","prints that we have got BERV parameters from header","None","\t Obtained BERV values from header","",""
"40-016-00021","ALL","prints that we found extracted file and we are reading it from file","{0} = filename","Found and reading extracted file {0}","",""
"40-016-00022","ALL","prints that we are saving thermal files","{0} = filename","Saving Thermal file {0}","",""
"40-016-00023","ALL","prints that we extracted file and are pushing in back into code","{0} = filename","Successfully extracted file {0}","",""
"40-016-00024","ALL","prints that we are correcting the dark fp in leak master","{0} = list of filenames","Correcting leakage in master for files: \n\t {0}","",""
"40-016-00025","ALL","prints that we are saving leak master file for fiber","{0} = fiber name; {1} = filename","Saving leak master fiber '{0}': {1}","",""
"40-016-00026","ALL","prints that we are doing QC for a specific fiber","{0} = fiber name","Quality control for fiber '{0}'","",""
"40-016-00027","ALL","prints that we are loading the thermal file","{0} = filename","Reading thermal file: {0}","",""
"40-016-00028","ALL","prints that we are loading the leak master file","{0} = filename","Reading leak master file: {0}","",""
"40-016-00029","ALL","prints that we are correcting extracted file for fiber","{0} = fiber name; {1} = extraction file","Correcting extracted file fiber='{0}' filetype='{1}'","",""
"40-016-00030","ALL","prints that we are saving leak corrected extracted file for fiber","{0} = fiber name; {1} = extraction file; {2} = filename","Saving leak-corrected extracted file fiber='{0}' filetype='{1} file: {2}","",""
"40-016-00031","ALL","prints that we are saving leak corrected s1d file for fiber","{0} = fiber name; {1} = extraction file; {2} = filename","Saving leak-corrected S1D ({1}) fiber='{0}' file: {2}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-017-00000","ALL","Wave solution messages","None","","",""
"40-017-00001","ALL","prints that line list was read correctly","{0} = line list file name","Read line list from file {0}","",""
"40-017-00002","ALL","prints that wave solution fit degrees are consistent","{0} = wave solution fit degree","Wave solution fit degree ({0}) consistent with requirements.","",""
"40-017-00003","ALL","prints that we are calculating initial hc gauss peaks","None","Calculating initial Gaussian peaks for HC wave solution","",""
"40-017-00004","ALL","prints that we are processing order N of M","{0} = current order number; {1} = total number of orders","\tProcessing order {0} of {1}","",""
"40-017-00005","ALL","prints the number of initial HC gaussian peaks found","{0} = number of peaks found","\t\tNumber of peaks found = {0}","",""
"40-017-00006","ALL","prints that we are saving hc line-list to file","{0} = filename","Writing HC line-list to file {0}","",""
"40-017-00007","ALL","prints that we are running triplet N of M","{0} = iteration number; {1} = total number of iterations","Fit Triplet {0} of {1}","",""
"40-017-00008","ALL","prints the number of valid lines found","{0} = order number; {1} = number of valid lines; {2} = number of lines total","\t Order {0}: Number of valid lines = {1} / {2}","",""
"40-017-00009","ALL","prints the stats for the triplet fit","{0} = sigma iteration; {1} = rms; {2} = sig; {3} = number of lines","\t{0} | RMS={1:.5f} km/s sig={2:.5f} m/s n={3}","",""
"40-017-00010","ALL","prints that we are generating resolution map and line spread function","None","Generating resolution map and calculating line spread function","",""
"40-017-00011","ALL","prints the stats for the resolution map","{0} = order number start; {1} = order number end; {2} = number of lines; {3} = x position; {4} = resolution [km/s]; {5} = resolution","\t Orders {0} = {1}: nlines={2} xpos={3} resolution={4:.5f} km/s R={5:.5f}","",""
"40-017-00012","ALL","prints overall resolution stats","{0} = mean resolution; {1} = median resolution; {2} = stddev resolution","Mean resolution: {0:.3f} \nMedian resolution: {1:.3f}\nStdDev resolution: {2:.3f}","",""
"40-017-00013","ALL","prints the littrow check stats","{0} = x position check point; {1} = mean; {2} = rms; {3} = min; {4} = max; {5} = frac (top) ; {6} = frac (bottom) ","Littrow check at X={0} \n\t mean:{1:.3f}[m/s] rms:{2:.3f}[m/s] \n\t min/max:{3:.3f}/{4:.3f} (frac:{5:.3f}/{6:.3f})","",""
"40-017-00014","ALL","prints that we are running HC wave solution and the mode running in","{0} = HC wave solution mode","Now running the HC solution, mode = {0}","",""
"40-017-00015","ALL","the text for the sigma quality control","{0} = sigma value; {1} = sigma limit","Sigma too high ({0:.5f} > {1:.5f})","",""
"40-017-00016","ALL","the text for the wavelength difference between orders quality control","None","Negative wavelength difference between orders","",""
"40-017-00017","ALL","the text for the wavelength difference along order quality control","None","Negative wavelength difference along an order","",""
"40-017-00018","ALL","prints the global hc stats","{0} = fiber name; {1} = mean; {2} = rms; {3} = number of lines; {4} = error on mean value","On fiber {0} HC fit line statistics: \n\t mean={1:.3f}[m/s] rms={2:.1f} {3} HC lines (error on mean value:{4:.4f}[m/s])","",""
"40-017-00019","ALL","print that we are saving the wavelength hc file","{0} = fiber name; {1} = filename","Saving wave solution for fiber {0} (HC) file: {1}","",""
"40-017-00020","ALL","print that we are saving the resolution map file","{0} = fiber name; {1} = filename","Saving resolution map for fiber {0} (HC) file: {1}","",""
"40-017-00021","ALL","prints that we are running the wave solution for FP+HC using mode {0}","{0} = mode number; {1} = mode name","Now running the FP+HC solution, mode = {0} ({1})","",""
"40-017-00022","ALL","prints that we are using FP file to calculate FP+HC solution","{0} = filename","Identification of lines in reference file: {0}","",""
"40-017-00023","ALL","prints the fp fitted wave solution stats","{0} = echelle order number; {1} = order number; {2} = wave start; {3} = wave end; {4} = mean; {5} = rms; {6} = number of iterations; {7} = start number of lines; {8} = end number of lines","Fit wave. Sol. Order: {0:3d} ({1:2d}) [{2:.1f}-{3:.1f}] \n\t mean: {4:.4f}[mpix] rms={5:.5f} [mpix] ({6:2d} it.) [{7} → {8} lines]","",""
"40-017-00024","ALL","prints the fit line statistics for whole fiber","{0} = fiber name; {1} = mean; {2} = rms; {3} = number of lines; {4} = error on mean value","On fiber {0} FP+HC fit line statistic: \n\t mean={1:.3f}[m/s] rms={2:.1f} {3} lines (error on mean value:{4:.2f}[m/s])","",""
"40-017-00025","ALL","prints the inversion stats","{0} = mean; {1} = rms; {2} = error on mean value","Inversion noise ==> mean={0:.3f}[m/s] rms={1:.1f} (error on mean value:{2:.2f}[m/s])","",""
"40-017-00026","ALL","prints the mean pixel scale for fiber after fp fit","{0} = fiber name; {1} = mean pixel scale at center","On fiber {0} mean pixel scale at center: {1:.4f} [km/s/pixel]","",""
"40-017-00027","ALL","prints the mode number span","{0} = mode span number start; {1} = mode span number end","Mode number span: {0} - {1}","",""
"40-017-00028","ALL","prints the fp ccf rv uncertainty","{0} = fiber name; {1} = fp rv uncertainty","On fiber {0} estimated RV uncertainty on spectrum is {1:.3f}","",""
"40-017-00029","ALL","prints the fp correlation stats","{0} = contrast; {1} = drift; {2} = fwhm","FP Correlation: C={0:1f}[%] DRIFT={1:.5f}[km/s] FWHM={2:.4f}[km/s]","",""
"40-017-00030","ALL","quality control - negative wavelength difference text","None","Negative wavelength difference between orders","",""
"40-017-00031","ALL","quality control - nan or inf in x mean 2","None","NaN or Inf in X_MEAN_2","",""
"40-017-00032","ALL","Littrow quality control text (sig littrow)","{0} = x cut point; {1} = sig littrow; {2} = rms littrow max","Littrow test (x={0}) failed (sig littrow = {1:.2f} > {2:.2f})","",""
"40-017-00033","ALL","Littrow quality control min/max out of bounds","{0} = x cut point; {1} = min littrow; {2} = max littrow; {3} = dev littrow max; {4} = min order; {5} = max order","Littrow test (x={0}) failed (min|max dev = {1:.2f}|{2:.2f} > {3:.2f} for order {4}|{5})","",""
"40-017-00034","ALL","Prints that we are saving global wave results","{0} = filename","Global result summary saved in {0}","",""
"40-017-00035","ALL","Prints that we are saving hc line list to file","{0} = filename","List of lines used saved in {0}","",""
"40-017-00036","ALL","Prints the wave file that has been used (and where it came from)","{0} = wave source; {1} = wave file name","Wavelength solution read from {0}.\n\t Wave file = {1}","",""
"40-017-00037","ALL","print that we are saving the wavelength fp file","{0} = fiber name; {1} = filename","Saving wave solution for fiber {0} (FP) file: {1}","",""
"40-017-00038","ALL","prints that we are updating file with wave parameters","{0} = file type; {1} = filename","Updating {0} file with new wave solution parameters. \n\t Filename = {1}","",""
"40-017-00039","ALL","prints that we are saving the hc or fp line file","{0} = line type (hc or fp)","Saving {0} line file: {1}","",""
"40-017-00040","ALL","prints that we are loading master wave line files","None","Loading master wave HC/FP line files","",""
"40-017-00041","ALL","prints the median absolute deviation for order after refitting lines","{0} = order number; {1} = median abs dev","Order {0}: Median absolute dev: {1:.3f} m/s","",""
"40-017-00042","ALL","prints the achromatic cavity length change","{0} = achromatic cavity length change","master wavelenth solution achromatic cavity length change by {0:.4f} nm","",""
"40-017-00043","ALL","prints that we are calculating wave solution for fiber using master fiber","{0} = fiber; {1} = master fiber","Calculating wavelength solution for fiber '{0}' (master={1})","",""
"40-017-00044","ALL","prints that we are updating master wave list","None","Updating measured wavelength (master)","",""
"40-017-00045","ALL","prints that we are constructing night line list","None","Constructing night line list (night)","",""
"40-017-00046","ALL","prints that we are updating wavelength for the night","None","Updating measured wavelength (night)","",""
"40-017-00047","ALL","prints that we are doing wave fit iteration ","{0} = iteration number; {1} = total number of iterations; {2} = kind","Night wave fit iteration {0} of {1} ({2})","",""
"40-017-00048","ALL","prints that we are keep a certain amount of lines","{0} = number of lines removed; {1} = total number of lines","\tHC Remove lines: Kept {0}/{1} lines","",""
"40-017-00049","ALL","prints that we are running get ref lines for type HC","None","Running get reference lines for HC","",""
"40-017-00050","ALL","prints that we are running get ref lines for type FP","None","running get reference lines for FP","",""
"40-017-00051","ALL","prints the number of valid lines found","{0} = order number; {1} = total number of orders; {2} = fiber name; {3} = number of valid lines found; {4} = total number of lines; {5} = fiber type","Order {0}/{1} Fiber {2} Valid lines: {3}/{4} (type={5})","",""
"40-017-00052","ALL","prints the d_cavity and dd_cavity after iteration","{0} = d_cavity; {1} = dd_cavity","\td_cavity = {0:.5f} m/s\tdd_cavity = {1:.5e} m/s","",""
"40-017-00053","ALL","prints that we have updated the smart fp mask","{0} = smart fp file name","Updating smart FP mask file: {0}","",""
"40-017-00054","ALL","","","","",""
"40-017-00055","ALL","","","","",""
"40-017-00056","ALL","","","","",""
"40-017-00057","ALL","","","","",""
"40-017-00058","ALL","","","","",""
"40-017-00059","ALL","","","","",""
"40-017-00060","ALL","","","","",""
"40-017-00061","ALL","","","","",""
"40-017-00062","ALL","","","","",""
"40-017-00063","ALL","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-018-00000","ALL","Drift messages","None","","",""
"40-018-00001","ALL","log how many Fps were found and how many were rejected","{0} = order number; {1} = number peaks found; {2} = number peaks rejected","Order {0}: {1} peak(s) found, {2} peak(s) rejected","",""
"40-018-00002","ALL","log the total number of FP lines found","{0} = total number of lines found","Total number of FP lines found = {0}","",""
"40-018-00003","ALL","log the number of lines removed due to suspicious width","{0} = number of lines removed (suspicious width)","Number of lines removed due to suspicious width = {0}","",""
"40-018-00004","ALL","log the number of lines removed as double-fitted","{0} = number of lines removed (double-fitted)","Number of double-fitted lines remove = {0}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-019-00000","ALL","Telluric messages","None","","",""
"40-019-00001","ALL","prints that we are loading the tapas convolve file from file","{0} = filename","Loading Tapas convolve file: {0}","",""
"40-019-00002","ALL","prints that we are saving the tapas convolve file for later use","{0} = filename","Saving Tapas convolve file: {0}","",""
"40-019-00003","ALL","prints that no template was found in database","None","No template found in telluric database","",""
"40-019-00004","ALL","prints that no template was found with objname ","{0} = objname key; {1} = objname","No template found with {0} =’{1}’ in database","",""
"40-019-00005","ALL","prints that we found a template and will use it","{0} = template file name","Using template: {0}","",""
"40-019-00006","ALL","message for quality control that transmission map is all NaNs","None","transmission map is all NaNs","",""
"40-019-00007","ALL","message for quality control that low SNR in selected order ","{0} = order selected; {1} = snr in order selected; {2} = snr limit","low SNR in order {0}: ({1:.2f} < {2:.2f})","",""
"40-019-00008","ALL","message for quality control that file did not converge on a solution","{0} = filename","File {0} did not converge on a solution in telluric absorption calculation","",""
"40-019-00009","ALL","message for quality control that recovered airmass to de-similar","{0} = recovered airmass; {1} = airmass; {2} = difference limit","Recovered airmass too dissimilar to input airmass. \n\t Recovered airmass = {0:.3f}  input: {1:.3f}   qc limit = {2}","",""
"40-019-00010","ALL","message for quality control that recovered water vapor not between limits","{0} = lower limit; {1} = upper limit; {2} = recovered water value","Recovered water vapor optical depth not between {0:.3f} and {1:.3f} \n\t Value = {2:.3f}","",""
"40-019-00011","ALL","prints that we are saving transmission map to file","{0} = transmission file","Saving transmission file: {0}","",""
"40-019-00012","ALL","prints that we are loading abso from file","{0} = filename","Loading abso from file: {0}","",""
"40-019-00013","ALL","prints that we are saving abso npy file","{0} = filename","Saving abso (npy) file: {0}","",""
"40-019-00014","ALL","prints that we are removing a trans file (due to all NaNs)","{0} = filename","Skipping trans file due to all NaNs. File = {0}","",""
"40-019-00015","ALL","print the fractino of valid pixels (not NaN) for PCA construction","{0} = fraction","Fraction of valid pixels (not NaNs) for PCA construction = {0:.3f}","",""
"40-019-00016","ALL","print the fraction of valid pixels with transmission > 1 - 1/e","{0} = fraction","Fraction of valid pixels with transmission > 1 - (1/e) = {0:.3f}","",""
"40-019-00017","ALL","prints that we are shifting the template to master grid","None","Shifting template to stellar frame (using BERV)","",""
"40-019-00018","ALL","prints that we are shifting the pca components","{0} = in wave grid; {1} = out wave grid","Shifting PCA components in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","",""
"40-019-00019","ALL","prints that we are shifting the tapas spectrum","{0} = in wave grid; {1} = out wave grid","Shifting TAPAS spectrum in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","",""
"40-019-00020","ALL","print the iteration number we are currently processing when calculating recon","{0} = current iteration number; {1} = total number of iterations","Recon calculation iteration {0} of {1}","",""
"40-019-00021","ALL","print that we are shifting the template","{0} = in wave grid; {1} = out wave grid","Shifting template spectrum in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","",""
"40-019-00022","ALL","prints the number of pixel to keep in the PC fit","{0} = number of pixels to keep","Number of pixels to keep in PC fit total = {0}","",""
"40-019-00023","ALL","prints that we are saving the corrected e2ds file","{0} = filename","Saving corrected E2DS file: {0}","",""
"40-019-00024","ALL","print that we are saving the s1d corrected file","{0} = wave grid kind; {1} = filename","Saving corrected s1d ({0}) file: {1}","",""
"40-019-00025","ALL","prints that we are saving the e2ds recon file","{0} = filename","Saving recon E2DS file: {0}","",""
"40-019-00026","ALL","prints that we are saving the s1d recon file","{0} = wave grid kind; {1} = filename","Saving recon s1d ({0}) file: {1}","",""
"40-019-00027","ALL","prints that we are constructing cudes","None","Constructing data cubes","",""
"40-019-00028","ALL","prints that we are processing template file iteration number","{0} = file type; {1} = iteration number; {2} = total number of files","Processing {0} file {1} of {2}","",""
"40-019-00029","ALL","prints that we are saving the template file","{0} = filename","Saving median template file: {0}","",""
"40-019-00030","ALL","prints that we are saving the big cube file","{0} = filename","Saving Big Cube: {0}","",""
"40-019-00031","ALL","prints that we are saving the big cube 0 file","{0} = filename","Saving Big Cube 0: {0}","",""
"40-019-00032","ALL","prints the iteration number for calculate_telluric_absorption and some stats","{0} = iteration number; {1} = total number of iterations; {2} = h20 depth; {3} = airmass","Iteration {0}/{1} H20 depth: {2:.4f} Other gases depth: {3:.4f} Airmass: {4:.4f}","",""
"40-019-00033","ALL","prints the file that we are reading","{0} = filename","\tReading file: {0}","",""
"40-019-00034","ALL","prints that we are looping through low f iterations on e2ds big cube","{0} = iteration number; {1} = total number of itreations","E2DS low f filter iteration {0} of {1}","",""
"40-019-00035","ALL","prints that we are looping through low f iterations on s1d big cube","{0} = iteration number; {1} = total number of itreations","S1D low f filter iteration {0} of {1}","",""
"40-019-00036","ALL","prints that we are saving the s1d template file","{0} = filename","Saving median s1d template file: {0}","",""
"40-019-00037","ALL","prints that we are saving the s1dbig cube file","{0} = filename","Saving s1d big cube file: {0}","",""
"40-019-00038","ALL","prints which s1d format we are processing","{0} = s1d format","Building {0} template.","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-020-00000","ALL","Radial velocity messages","None","","",""
"40-020-00001","ALL","prints theat we are computing the ccf","{0} = target rv","Computing CCF at Rv={0:6.1f} [km/s]","",""
"40-020-00002","ALL","Prints that we are loading the CCF file","{0} = ccf file","Template used for CCF computation: {0}","",""
"40-020-00003","ALL","prints the ccf rv uncertainty","{0} = fiber name; {1} = rv uncertainty","On fiber {0} estimated RV uncertainty on spectrum is {1:.3f}","",""
"40-020-00004","ALL","prints the fp correlation stats","{0} = contrast; {1} = drift; {2} = rv noise; {3} = fwhm; {4} = max cpp","Correlation: C={0:1f}[%] RV={1:.5f}[km/s] RV_NOISE={2:.5f}[km/s] FWHM={3:.4f}[km/s]","",""
"40-020-00005","ALL","prints which order we are processing the ccf for","{0} = fiber; {1} = order number","Processing CCF fiber {0} for Order {1}","",""
"40-020-00006","ALL","prints that we are saving the ccf fits file to file","{0} = fiber; {1} = filename","Saving CCF {0} file: {1}","",""
"40-020-00007","ALL","prints that we are computing CCF on fiber","{0} = fiber","Computing CCF on fiber {0}","",""
"","","","","","",""
"40-021-00000","ALL","Polarimetry messages","None","","",""
"40-021-00001","ALL","Prints that we are loading a polar file","{0} = filename; {1} = fiber; {2} = stokes parameter; {3} = exposure number; {4} = sequence number; {5} = total number of sequences","Loading polar file {0} \n\t Fiber={1} Stokes={2} Exposure={3} ({4} of {5})","",""
"40-021-00002","ALL","Prints the function we are using to calculate polarization","{0} = function kind used to calculate polarisation","Running {0} function to calculate polarization","",""
"40-021-00003","ALL","Prints that we are running stokes I total flux calculation","None","Calculating Stokes I total flux","",""
"40-021-00004","ALL","prints that we are running LSD calculation","None","Running LSD analysis","",""
"40-021-00005","ALL","prints that we are saving pol file","{0} = filename","Saving POL file: {0}","",""
"40-021-00006","ALL","prints that we are saving null1 file","{0} = filename","Saving NULL1 file: {0}","",""
"40-021-00007","ALL","prints that we are saving null2 file","{0} = filename","Saving NULL2 file: {0}","",""
"40-021-00008","ALL","prints that we are saving stokes I file","{0} = filename","Saving Stokes I file: {0}","",""
"40-021-00009","ALL","prints that we are saving lsd file","{0} = filename","Saving LSD file: {0}","",""
"40-021-00010","ALL","prints that we are saving the s1d to file","{0} = kind; {1} = filename","Saving S1D {0} to file: {1}","",""
"40-021-00011","ALL","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-100-00000","ALL","Plotting message","None","","",""
"40-100-00001","ALL","The plot loop text","{0} = number of iterations","Plot loop navigation: Go to \n\t [P]revious plot \n\t [N]ext plot \n\t [E]nd plotting \n\t Number from [0 to {0}]: \t","",""
"40-100-00002","ALL","Plotting debug plot","{0} = name of plot","Plotting debug plot: {0}","",""
"40-100-00003","ALL","Plotting summary plot","{0} = name of plot","Plotting summary plot: {0}","",""
"40-100-00004","ALL","Creating summary latex document","None","Creating summary latex document","",""
"40-100-00005","ALL","Creating summary html document","None","Creating summary html document","",""
"40-100-00006","ALL","Close plots for loop debug plot","None","Plotting: Must close other plots before a loop debug plot.","",""
"40-100-00007","ALL","Plotting plot","{0} = name of plot","Plotting plot: {0}","",""
"40-100-00008","ALL","","","","",""
"40-100-00009","ALL","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-100-01000","ALL","Summary plot messages","None","","",""
"40-100-01000","ALL","text for graph section title","None","Graphs","",""
"40-100-01001","ALL","text for graph section text","{0} = recipe short name","This section contains the summary graphs for recipe {0}","",""
"40-100-01002","ALL","text for quality control command print out","{0} = command used","Command used: {0}","",""
"40-100-01003","ALL","text for quality control section title","None","Quality Control","",""
"40-100-01004","ALL","text for quality control section text","{0} = recipe short name","This section contains a summary of the quality control for recipe {0}. In the table green elements passed the quality control and red failed.","",""
"40-100-01005","ALL","text for quality control caption","{0} = recipe short name","Quality control criteria for {0}. Green = PASS, Red = Failed.","",""
"40-100-01006","ALL","text for summary pdf title","{0} = recipe name; {1} = pid","Summary for {0}: {1}","",""
"40-100-01007","ALL","text for graph mention","{0} = graph number; {1} = graph name","Figure {0}: {1}","",""
"40-100-01008","ALL","text for stats section title","None","Statistics and Numbers","",""
"40-100-01009","ALL","text for stats section text","{0} = recipe short name","This section contains any important statistics and numbers for recipe {0}.","",""
"40-100-01010","ALL","text for stats caption","{0} = recipe short name","Statistics and numbers for {0}","",""
"40-100-01011","ALL","text for warning section title","None","Warnings","",""
"40-100-01012","ALL","text for no quality controls","None","No quality control parameters defined.","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-101-00000","ALL","Locking messages","None","","",""
"40-101-00001","ALL","Notify user that lock is activated","{0} = path of lock directory","Lock: Activated {0}","",""
"40-101-00002","ALL","Notify user that lock file added to queue","{0} = lock name","Lock: File added to queue: {0}","",""
"40-101-00003","ALL","Notify user that lock file is unlocked","{0} = lock name","Lock: File unlocked: {0}","",""
"40-101-00004","ALL","Notify user that lock file removed from queue","{0} = lock name","Lock: File removed from queue: {0}","",""
"40-101-00005","ALL","Notify user that lock is deactivated","{0} = path of lock directory","Lock: Deactivated {0}","",""
"40-101-00006","ALL","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-500-00000","ALL","Tool messages","None","","",""
"","","","","","",""
"40-501-00000","ALL","Drs Changelog messages","None","","",""
"40-501-00001","ALL","print current version","{0} = version","Current version is '{0}'","",""
"40-501-00002","ALL","ask whether new version required","None","New version required?","",""
"40-501-00003","ALL","enter new version","None","\n\tPlease Enter new version:\t","",""
"40-501-00004","ALL","Re-enter new version","None","\n\tPlease Re-Enter new version:\t","",""
"40-501-00005","ALL","print that versions do not match","None","Versions do not match","",""
"40-501-00006","ALL","print the new version","{0} = version","New version is '{0}'","",""
"40-501-00007","ALL","Asks for confirmation about new version","None","\t\tIs this correct?","",""
"40-501-00008","ALL","prints that we are reading drs version","None","Running in preview mode","",""
"40-501-00009","ALL","informs user if we are running in preview mode","None","Reading DRS version","",""
"40-501-00010","ALL","prints that we are updating changelog","None","Updating changelog","",""
"40-501-00011","ALL","If in preview mode asks if we want to keep changes","None","Keep changes?","",""
"","","","","","",""
"40-502-00000","ALL","Drs Reset messages","None","","",""
"40-502-00001","ALL","prints a reset confirmation for specific directory","{0} = directory name","Are you sure you wish to reset the {0} directory? \t If you are sure you want to reset type 'yes'","",""
"40-502-00002","ALL","prints the message to prompt user input to reset","{0} = directory name","\tReset the {0} directory?\t","",""
"40-502-00003","ALL","prints that we are resetting the “directory name” directory","{0} = directory name","Resetting {0} directory","",""
"40-502-00004","ALL","prints that we are removing files (if log needed)","{0} = filename","\tRemoving file: {0}","",""
"40-502-00005","ALL","Means that directory does not exist and asks user whether we should create it","{0} = directory name","Directory {0} does not exist. Should we create it?","",""
"40-502-00006","ALL","prints the message to prompt user to create directory","{0} = directory name","\t Create directory {0}?\t","",""
"40-502-00007","ALL","prints that we are adding file to directory (for reset)","{0} = filename; {1} = directory","Adding file: {0} to {1}","",""
"40-502-00008","ALL","prints that we are skipping link (subdirs)","{0} = link name","\t Skipping link: {0}","",""
"40-502-00009","ALL","prints that we are removing file (subdirs)","{0} = filename","\t Removing file: {0}","",""
"40-502-00010","ALL","prints that we are removing directory (subdirs)","{0} = directory name","\t Removing directory: {0}","",""
"40-502-00011","ALL","prints a reset confirmation for the log fits files","None","Are you sure you wish to reset the log fits files (throughout the DRS)? \t If you are sure you want to reset type 'yes'","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"40-503-00000","ALL","Drs Reprocess messages","None","","",""
"40-503-00001","ALL","Text message to send via email when started","{0} = instrument name; {1} = recipe name; {2} = process id","[{0}] {1} has started (PID = {2})","",""
"40-503-00002","ALL","Text message to send via email when finished","{0} = instrument name; {1} = recipe name; {2} = process id","[{0}] {1} has finished (PID = {2})","",""
"40-503-00003","ALL","Logs that we are scanning this nightname directory for raw files","{0} = night name","\tScanning directory: {0}","",""
"40-503-00004","ALL","Logs that we are checking run","{0} = runid; {1} = iteration number; {2} = total number of iterations","\nValidating run {0} ({1} of {2})","",""
"40-503-00005","ALL","Logs that we have validated run","{0} = runid","\t run {0} validated","",""
"40-503-00006","ALL","Logs that we have skipped run","{0} = runid; {1} = reason for skip","Skipped run {0} \n\t {1}","",""
"40-503-00007","ALL","Reason 1 for skip: user set RUN_{0} to False","None","User set run to 'False'","",""
