"ARGUMENTS","ENG","FR","KEYDESC","KEYNAME","KIND"
"{0} = y residual value; {1} = residual limit","y-residuals too high {0} > {1}","","prints that the QC failed because YRES was too high","40-014-00036","ALL"
"{0}= filename","Saving shape transforms in file: {0}","","prints that we are writing the shape transforms to file","40-014-00037","ALL"
"{0} = filename","Calibrating file: {0}","","prints that we are calibration a pp file","40-014-00038","ALL"
"{0} = filename","Reading night shape file: {0}","","prints which shape local file we are using","40-014-00039","ALL"
"{0} = order number","\t No UNe lines found for order {0}","","prints that no Une lines were found for this order","40-014-00040","WARNING 4"
"{0} = dx set/unset; {1} = dy set/unset; {2} = trans set/unset","\tTransforming (dxmap={0}, dymap={1}, trans={2})","","prints how we are transforming image","40-014-00041","ALL"
"{0} = order number; {1} = dx rms for this order","dx-ddx rms (Order {0}) too high: {1} > {2})","","prints that QC failed for order for dx rms","40-014-00042","ALL"
"{0} = FP filename","Validating FP file: {0}","","Means that we are validating FP file","40-014-00043","ALL"
"","","","","40-014-00044","ALL"
"","","","","",""
"","","","","",""
"None","","","Flat/Blaze messages","40-015-00000","ALL"
"{0} = fiber name; {1} = order number; {2} = signal to noise ratio; {3} = flat field rms","On fiber {0} order {1}: S/N= {2:.1f}  - FF rms={3:.2f} %","","prints the extracted orders S/N and flat field rms","40-015-00001","ALL"
"{0} = fiber name; {1} = rms value; {2} = quality control rms limit","Fiber {0} Abnormal RMS of FF ({1:.3f} > {2:.3f})","","prints that an abnormal rms of the flat field was found","40-015-00002","ALL"
"{0} = filename","Saving blaze file: {0}","","prints that we are saving blaze to file","40-015-00003","ALL"
"{0} = filename","Saving flat file: {0}","","prints that we are saving flat to file","40-015-00004","ALL"
"{0} = filename","Saving E2DSLL file: {0}","","prints that we are saving e2dsll to file","40-015-00005","ALL"
"{0} = filename","Reading flat dymap file: {0}","","prints which flat dymap file we are using","40-015-00006","ALL"
"{0} = filename","Reading blaze dymap file: {0}","","prints which blaze dymap file we are using","40-015-00007","ALL"
"{0} = max rms; {1} = qc limit for max rms","Fiber {0}: Max RMS was greater than expected. {1} > limit ({2})","","prints that ff_rms failed QC","40-015-00008","ALL"
"{0} = order number; {1} = fiber; {2} = iteration; {3} = guess; {4} = lower bounds; {5} = upper bounds; {6} = function name","Error fitting sinc to blaze. Order = {0} Fiber = {1} Iteration = {2} \n\t Guess: {3} \n\t Lower: {4} \n\t Upper: {5} \n\t Error {6}: {7} \n\t Function = {8}","","prints that the sinc fitting failed","40-015-00009","ALL"
"","","","","",""
"None","","","Extraction/Thermal/Leakage/BERV messages","40-016-00000","ALL"
"{0} = fiber name; {1} = order number; {2} = signal to noise ratio; {3} = number of cosmic rays","On fiber {0} order {1}: S/N= {2:.1f} Nbcosmic= {3}","","prints the extracted orders S/N and number of cosmic rays","40-016-00001","ALL"
"{0} = fiber name; {1} = order number; {2} = signal to noise ratio","On fiber {0} order {1}: S/N= {2:.1f}","","prints the extracted orders S/N","40-016-00002","ALL"
"{0} = fiber name","Straightening Order Profile fiber = {0}","","prints that we are straightening order profiles for fiber","40-016-00003","ALL"
"None","Straightening Image","","prints that we are straightening image ","40-016-00004","ALL"
"{0} = filename","Saving E2DS file: {0}","","prints that we are saving the e2ds to file","40-016-00005","ALL"
"{0} = filename","Saving E2DSFF file: {0}","","prints that we are saving the e2dsff to file","40-016-00006","ALL"
"{0} = filename","Saving E2DSLL file: {0}","","prints that we are saving the e2dsll to file","40-016-00007","ALL"
"None","E2DS image is all NaNs","","prints that E2DS was all NaNs","40-016-00008","ALL"
"{0} = wave grid kind","Calculating S1D ({0})","","prints that we are creating the s1d and for which wavegrid type","40-016-00009","ALL"
"{0} = wave grid kind; {1} = filename","Saving S1D ({0}) file: {1}","","prints that we are saving the s1d file","40-016-00010","ALL"
"None","Extracting straightened image","","prints that we are extracting straightened image","40-016-00011","ALL"
"{0} = fiber type; {1} = mode","Correcting thermal for fiber type = {0} (mode={1})","","prints that we are correcting thermal","40-016-00012","ALL"
"{0} = fiber type","Not correcting thermal for fiber type = {0}","","prints that we are not correcting thermal","40-016-00013","ALL"
"{0} = fiber type; {1} = list of all fibers","Processing fiber {0} of [{1}]","","prints the process which fiber we are processing now","40-016-00014","ALL"
"{0} = query parameter","Querying Gaia using {0}","","prints that we are querying gaia using gaiaid or objname or ra/dec","40-016-00015","ALL"
"{0} = source","Using positional parameters from {0}","","prints that we are using parameters from source","40-016-00016","ALL"
"None","Calculating Barycentric Corrections","","prints that we are calculating the BERV","40-016-00017","ALL"
"{0} = dprtype","\t Skipping Barycentric correction (type={0})","","prints that we have skipped BERV calculation (dprtype wrong)","40-016-00018","ALL"
"None","\t Skipping Barycentric correction (Turned off by user)","","prints that we have skipped BERV calculation (turned off)","40-016-00019","ALL"
"None","\t Obtained BERV values from header","","prints that we have got BERV parameters from header","40-016-00020","ALL"
"{0} = filename","Found and reading extracted file {0}","","prints that we found extracted file and we are reading it from file","40-016-00021","ALL"
"{0} = filename","Saving Thermal file {0}","","prints that we are saving thermal files","40-016-00022","ALL"
"{0} = filename","Successfully extracted file {0}","","prints that we extracted file and are pushing in back into code","40-016-00023","ALL"
"{0} = list of filenames","Correcting leakage in master for files: \n\t {0}","","prints that we are correcting the dark fp in leak master","40-016-00024","ALL"
"{0} = fiber name; {1} = filename","Saving leak master fiber '{0}': {1}","","prints that we are saving leak master file for fiber","40-016-00025","ALL"
"{0} = fiber name","Quality control for fiber '{0}'","","prints that we are doing QC for a specific fiber","40-016-00026","ALL"
"{0} = filename","Reading thermal file: {0}","","prints that we are loading the thermal file","40-016-00027","ALL"
"{0} = filename","Reading leak master file: {0}","","prints that we are loading the leak master file","40-016-00028","ALL"
"{0} = fiber name; {1} = extraction file","Correcting extracted file fiber='{0}' filetype='{1}'","","prints that we are correcting extracted file for fiber","40-016-00029","ALL"
"{0} = fiber name; {1} = extraction file; {2} = filename","Saving leak-corrected extracted file fiber='{0}' filetype='{1} file: {2}","","prints that we are saving leak corrected extracted file for fiber","40-016-00030","ALL"
"{0} = fiber name; {1} = extraction file; {2} = filename","Saving leak-corrected S1D ({1}) fiber='{0}' file: {2}","","prints that we are saving leak corrected s1d file for fiber","40-016-00031","ALL"
"{0} = dprtype; {1} = object name","File identified as {0} (OBJ={1})","","prints that we found a file of dprtype / objname","40-016-00032","ALL"
"{0} = fiber name; {1} = dprtype","Correcting FP leakage for fiber={0} dprtype={1}","","Means we are correcting thermal","40-016-00033","ALL"
"{0} = reasons why no correction","Not correcting FP leakage: {0}","","Means we are not correcting thermal","40-016-00034","ALL"
"","","","","40-016-00035","ALL"
"","","","","40-016-00036","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Wave solution messages","40-017-00000","ALL"
"{0} = line list file name","Read line list from file {0}","","prints that line list was read correctly","40-017-00001","ALL"
"{0} = wave solution fit degree","Wave solution fit degree ({0}) consistent with requirements.","","prints that wave solution fit degrees are consistent","40-017-00002","ALL"
"None","Calculating initial Gaussian peaks for HC wave solution","","prints that we are calculating initial hc gauss peaks","40-017-00003","ALL"
"{0} = current order number; {1} = total number of orders","\tProcessing order {0} of {1}","","prints that we are processing order N of M","40-017-00004","ALL"
"{0} = number of peaks found","\t\tNumber of peaks found = {0}","","prints the number of initial HC gaussian peaks found","40-017-00005","ALL"
"{0} = filename","Writing HC line-list to file {0}","","prints that we are saving hc line-list to file","40-017-00006","ALL"
"{0} = iteration number; {1} = total number of iterations","Fit Triplet {0} of {1}","","prints that we are running triplet N of M","40-017-00007","ALL"
"{0} = order number; {1} = number of valid lines; {2} = number of lines total","\t Order {0}: Number of valid lines = {1} / {2}","","prints the number of valid lines found","40-017-00008","ALL"
"{0} = sigma iteration; {1} = rms; {2} = sig; {3} = number of lines","\t{0} | RMS={1:.5f} km/s sig={2:.5f} m/s n={3}","","prints the stats for the triplet fit","40-017-00009","ALL"
"None","Generating resolution map and calculating line spread function","","prints that we are generating resolution map and line spread function","40-017-00010","ALL"
"{0} = order number start; {1} = order number end; {2} = number of lines; {3} = x position; {4} = resolution [km/s]; {5} = resolution","\t Orders {0} = {1}: nlines={2} xpos={3} resolution={4:.5f} km/s R={5:.5f}","","prints the stats for the resolution map","40-017-00011","ALL"
"{0} = mean resolution; {1} = median resolution; {2} = stddev resolution","Mean resolution: {0:.3f} \nMedian resolution: {1:.3f}\nStdDev resolution: {2:.3f}","","prints overall resolution stats","40-017-00012","ALL"
"{0} = x position check point; {1} = mean; {2} = rms; {3} = min; {4} = max; {5} = frac (top) ; {6} = frac (bottom) ","Littrow check at X={0} \n\t mean:{1:.3f}[m/s] rms:{2:.3f}[m/s] \n\t min/max:{3:.3f}/{4:.3f} (frac:{5:.3f}/{6:.3f})","","prints the littrow check stats","40-017-00013","ALL"
"{0} = HC wave solution mode","Now running the HC solution, mode = {0}","","prints that we are running HC wave solution and the mode running in","40-017-00014","ALL"
"{0} = sigma value; {1} = sigma limit","Sigma too high ({0:.5f} > {1:.5f})","","the text for the sigma quality control","40-017-00015","ALL"
"None","Negative wavelength difference between orders","","the text for the wavelength difference between orders quality control","40-017-00016","ALL"
"None","Negative wavelength difference along an order","","the text for the wavelength difference along order quality control","40-017-00017","ALL"
"{0} = fiber name; {1} = mean; {2} = rms; {3} = number of lines; {4} = error on mean value","On fiber {0} HC fit line statistics: \n\t mean={1:.3f}[m/s] rms={2:.1f} {3} HC lines (error on mean value:{4:.4f}[m/s])","","prints the global hc stats","40-017-00018","ALL"
"{0} = fiber name; {1} = filename","Saving wave solution for fiber {0} (HC) file: {1}","","print that we are saving the wavelength hc file","40-017-00019","ALL"
"{0} = fiber name; {1} = filename","Saving resolution map for fiber {0} (HC) file: {1}","","print that we are saving the resolution map file","40-017-00020","ALL"
"{0} = mode number; {1} = mode name","Now running the FP+HC solution, mode = {0} ({1})","","prints that we are running the wave solution for FP+HC using mode {0}","40-017-00021","ALL"
"{0} = filename","Identification of lines in reference file: {0}","","prints that we are using FP file to calculate FP+HC solution","40-017-00022","ALL"
"{0} = echelle order number; {1} = order number; {2} = wave start; {3} = wave end; {4} = mean; {5} = rms; {6} = number of iterations; {7} = start number of lines; {8} = end number of lines","Fit wave. Sol. Order: {0:3d} ({1:2d}) [{2:.1f}-{3:.1f}] \n\t mean: {4:.4f}[mpix] rms={5:.5f} [mpix] ({6:2d} it.) [{7}  {8} lines]","","prints the fp fitted wave solution stats","40-017-00023","ALL"
"{0} = fiber name; {1} = mean; {2} = rms; {3} = number of lines; {4} = error on mean value","On fiber {0} FP+HC fit line statistic: \n\t mean={1:.3f}[m/s] rms={2:.1f} {3} lines (error on mean value:{4:.2f}[m/s])","","prints the fit line statistics for whole fiber","40-017-00024","ALL"
"{0} = mean; {1} = rms; {2} = error on mean value","Inversion noise ==> mean={0:.3f}[m/s] rms={1:.1f} (error on mean value:{2:.2f}[m/s])","","prints the inversion stats","40-017-00025","ALL"
"{0} = fiber name; {1} = mean pixel scale at center","On fiber {0} mean pixel scale at center: {1:.4f} [km/s/pixel]","","prints the mean pixel scale for fiber after fp fit","40-017-00026","ALL"
"{0} = mode span number start; {1} = mode span number end","Mode number span: {0} - {1}","","prints the mode number span","40-017-00027","ALL"
"{0} = fiber name; {1} = fp rv uncertainty","On fiber {0} estimated RV uncertainty on spectrum is {1:.3f}","","prints the fp ccf rv uncertainty","40-017-00028","ALL"
"{0} = contrast; {1} = drift; {2} = fwhm","FP Correlation: C={0:1f}[%] DRIFT={1:.5f}[km/s] FWHM={2:.4f}[km/s]","","prints the fp correlation stats","40-017-00029","ALL"
"None","Negative wavelength difference between orders","","quality control - negative wavelength difference text","40-017-00030","ALL"
"None","NaN or Inf in X_MEAN_2","","quality control - nan or inf in x mean 2","40-017-00031","ALL"
"{0} = x cut point; {1} = sig littrow; {2} = rms littrow max","Littrow test (x={0}) failed (sig littrow = {1:.2f} > {2:.2f})","","Littrow quality control text (sig littrow)","40-017-00032","ALL"
"{0} = x cut point; {1} = min littrow; {2} = max littrow; {3} = dev littrow max; {4} = min order; {5} = max order","Littrow test (x={0}) failed (min|max dev = {1:.2f}|{2:.2f} > {3:.2f} for order {4}|{5})","","Littrow quality control min/max out of bounds","40-017-00033","ALL"
"{0} = filename","Global result summary saved in {0}","","Prints that we are saving global wave results","40-017-00034","ALL"
"{0} = filename","List of lines used saved in {0}","","Prints that we are saving hc line list to file","40-017-00035","ALL"
"{0} = wave source; {1} = wave file name","Wavelength solution read from {0}.\n\t Wave file = {1}","","Prints the wave file that has been used (and where it came from)","40-017-00036","ALL"
"{0} = fiber name; {1} = filename","Saving wave solution for fiber {0} (FP) file: {1}","","print that we are saving the wavelength fp file","40-017-00037","ALL"
"{0} = file type; {1} = filename","Updating {0} file with new wave solution parameters. \n\t Filename = {1}","","prints that we are updating file with wave parameters","40-017-00038","ALL"
"{0} = line type (hc or fp)","Saving {0} line file: {1}","","prints that we are saving the hc or fp line file","40-017-00039","ALL"
"None","Loading master wave HC/FP line files","","prints that we are loading master wave line files","40-017-00040","ALL"
"{0} = order number; {1} = median abs dev","Order {0}: Median absolute dev: {1:.3f} m/s","","prints the median absolute deviation for order after refitting lines","40-017-00041","ALL"
"{0} = achromatic cavity length change","master wavelenth solution achromatic cavity length change by {0:.4f} nm","","prints the achromatic cavity length change","40-017-00042","ALL"
"{0} = fiber; {1} = master fiber","Calculating wavelength solution for fiber '{0}' (master={1})","","prints that we are calculating wave solution for fiber using master fiber","40-017-00043","ALL"
"None","Updating measured wavelength (master)","","prints that we are updating master wave list","40-017-00044","ALL"
"None","Constructing night line list (night)","","prints that we are constructing night line list","40-017-00045","ALL"
"None","Updating measured wavelength (night)","","prints that we are updating wavelength for the night","40-017-00046","ALL"
"{0} = iteration number; {1} = total number of iterations; {2} = kind","Night wave fit iteration {0} of {1} ({2})","","prints that we are doing wave fit iteration ","40-017-00047","ALL"
"{0} = number of lines removed; {1} = total number of lines","\tHC Remove lines: Kept {0}/{1} lines","","prints that we are keep a certain amount of lines","40-017-00048","ALL"
"{0} = iteration number","Running get reference lines for HC (iteration = {0})","","prints that we are running get ref lines for type HC","40-017-00049","ALL"
"{0} = iteration number","running get reference lines for FP (iteration = {0})","","prints that we are running get ref lines for type FP","40-017-00050","ALL"
"{0} = order number; {1} = total number of orders; {2} = fiber name; {3} = number of valid lines found; {4} = total number of lines; {5} = fiber type","Order {0}/{1} Fiber {2} Valid lines: {3}/{4} (type={5})","","prints the number of valid lines found","40-017-00051","ALL"
"{0} = d_cavity; {1} = dd_cavity","\td_cavity = {0:.5f} m/s\tdd_cavity = {1:.5e} m/s","","prints the d_cavity and dd_cavity after iteration","40-017-00052","ALL"
"{0} = smart fp file name","Updating smart FP mask file: {0}","","prints that we have updated the smart fp mask","40-017-00053","ALL"
"{0} = filename","Saving wave cavity file: {0}","","prints that we are saving the wave cavity file","40-017-00054","ALL"
"None","Negative wavelength difference across orders","","quality control - negative wavelength difference text","40-017-00055","ALL"
"{0} = order number","Measuring the wavelength in order {0}","","print that we are measuring wavelength for this order","40-017-00056","ALL"
"{0} = iteration number; {1} = mean hc position; {2} = mean hc position err","Iteration {0}: Mean HC position {1:6.2f}+-{2:.2f} m/s","","print the current iteration for getting mean hc position","40-017-00057","ALL"
"{0} = cavity length change","Change in cavity length: {0:6.2f} nm","","print the change in cavity length","40-017-00058","ALL"
"{0} = order bin number; {1} = spatial bin number; {2} = number of lines; {3} = order num; {4} = number of orders; {5} = pixel start; {6} = pixel end","Processing order bin {0} spectral bin {1}  Number lines: {2} \n\t Orders {3} to {4} Pixels {5} to {6}","","print which order we are processing when generating resolution map","40-017-00059","ALL"
"{0} = fwhm; {1} = effective resolution; {2} = exponent","FWHM={0:.2f} km/s, effective resolution={1:.2f}, expo={2:.2f}","","print the res map stats","40-017-00060","ALL"
"{0} = iteration number","Getting reference lines from inputs for HC (iteration = {0})","","prints that we are getting ref HC lines from input","40-017-00061","ALL"
"{0} = iteration number","Getting reference lines from inputs for FP (iteration = {0})","","prints that we are getting ref FP lines from input","40-017-00062","ALL"
"{0} = order number","Skipped Order {0}","","prints that we are skipping order","40-017-00063","ALL"
"{0} = offset applied","Applying global fractional offset of wavemap: {0}","","prints that we are applying globale fractino offset of wave map","40-017-00064","ALL"
"{0} = order number; {1} = fiber data type; {2} = number of lines; {3} = minimum allowed number of lines","\tSkipped Order {0} (too few {1} lines: {2} < {3})","","prints that we are skipping order too few lines","40-017-00065","ALL"
"{0} = order number","\tSkipped Order {0} (in removed orders)","","prints that we are skipping order as this is a removed order","40-017-00066","ALL"
"{0} = first fiber name; {1} = second fiber name; {2} = DV in m/s","DV({0} - {1}): {2:.4f} m/s","","prints the dv from wave meas between fibers","40-017-00067","ALL"
"{0} = first fiber name; {1} = second fiber name; {2} = CCF RV in m/s","CCFRV[{0} ]- CCFRV[{1}] : {2:.4f} m/s","","prints the ccf rv from wave meas with smart fp mask","40-017-00068","ALL/WARNING 6"
"","","","","40-017-00069","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Drift messages","40-018-00000","ALL"
"{0} = order number; {1} = number peaks found; {2} = number peaks rejected","Order {0}: {1} peak(s) found, {2} peak(s) rejected","","log how many Fps were found and how many were rejected","40-018-00001","ALL"
"{0} = total number of lines found","Total number of FP lines found = {0}","","log the total number of FP lines found","40-018-00002","ALL"
"{0} = number of lines removed (suspicious width)","Number of lines removed due to suspicious width = {0}","","log the number of lines removed due to suspicious width","40-018-00003","ALL"
"{0} = number of lines removed (double-fitted)","Number of double-fitted lines remove = {0}","","log the number of lines removed as double-fitted","40-018-00004","ALL"
"{0} = observation directory","Searching observation directory: {0}","","print that we are searching spefiic observation directory","40-018-00005","ALL"
"{0} = fiber name; {1} = iteration counter; {2} = total number of fibers","Processing fiber {0} ({1} of {2})","","prints that we are processing fiber","40-018-00006","ALL"
"{0} = file counter; {1} = total number of files","Processing file {0} o f{1}","","prints that we are processing file","40-018-00007","ALL"
"{0} = filename","Writing drift file: {0}","","prints we are writing drift file","40-018-00008","ALL"
"","","","","40-018-00009","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Telluric messages","40-019-00000","ALL"
"{0} = filename","Loading Tapas convolve file: {0}","","prints that we are loading the tapas convolve file from file","40-019-00001","ALL"
"{0} = filename","Saving Tapas convolve file: {0}","","prints that we are saving the tapas convolve file for later use","40-019-00002","ALL"
"None","No template found in telluric database","","prints that no template was found in database","40-019-00003","ALL"
"{0} = objname key; {1} = objname","No template found with {0} ={1} in database","","prints that no template was found with objname ","40-019-00004","ALL"
"{0} = template file name","Using template: {0}","","prints that we found a template and will use it","40-019-00005","ALL"
"None","transmission map is all NaNs","","message for quality control that transmission map is all NaNs","40-019-00006","ALL"
"{0} = order selected; {1} = snr in order selected; {2} = snr limit","low SNR in order {0}: ({1:.2f} < {2:.2f})","","message for quality control that low SNR in selected order ","40-019-00007","ALL"
"{0} = filename","File {0} did not converge on a solution in telluric absorption calculation","","message for quality control that file did not converge on a solution","40-019-00008","ALL"
"{0} = recovered airmass; {1} = airmass; {2} = difference limit","Recovered airmass too dissimilar to input airmass. \n\t Recovered airmass = {0:.3f}  input: {1:.3f}   qc limit = {2}","","message for quality control that recovered airmass to de-similar","40-019-00009","ALL"
"{0} = lower limit; {1} = upper limit; {2} = recovered water value","Recovered water vapor optical depth not between {0:.3f} and {1:.3f} \n\t Value = {2:.3f}","","message for quality control that recovered water vapor not between limits","40-019-00010","ALL"
"{0} = transmission file","Saving transmission file: {0}","","prints that we are saving transmission map to file","40-019-00011","ALL"
"{0} = filename","Loading abso from file: {0}","","prints that we are loading abso from file","40-019-00012","ALL"
"{0} = filename","Saving abso (npy) file: {0}","","prints that we are saving abso npy file","40-019-00013","ALL"
"{0} = filename","Skipping trans file due to all NaNs. File = {0}","","prints that we are removing a trans file (due to all NaNs)","40-019-00014","ALL"
"{0} = fraction","Fraction of valid pixels (not NaNs) for PCA construction = {0:.3f}","","print the fractino of valid pixels (not NaN) for PCA construction","40-019-00015","ALL"
"{0} = fraction","Fraction of valid pixels with residual transmission > exp(-1) = {0:.3f}","","print the fraction of valid pixels with transmission > 1 - 1/e","40-019-00016","ALL"
"None","Shifting template to stellar frame (using BERV)","","prints that we are shifting the template to master grid","40-019-00017","ALL"
"{0} = in wave grid; {1} = out wave grid","Shifting PCA components in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","","prints that we are shifting the pca components","40-019-00018","ALL"
"{0} = in wave grid; {1} = out wave grid","Shifting TAPAS spectrum in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","","prints that we are shifting the tapas spectrum","40-019-00019","ALL"
"{0} = current iteration number; {1} = total number of iterations","Recon calculation iteration {0} of {1}","","print the iteration number we are currently processing when calculating recon","40-019-00020","ALL"
"{0} = in wave grid; {1} = out wave grid","Shifting template spectrum in wave grid \n\t in wave grid = {0} \n\t out wave grid = {1}","","print that we are shifting the template","40-019-00021","ALL"
"{0} = number of pixels to keep","Number of pixels to keep in PC fit total = {0}","","prints the number of pixel to keep in the PC fit","40-019-00022","ALL"
"{0} = filename","Saving corrected E2DS file: {0}","","prints that we are saving the corrected e2ds file","40-019-00023","ALL"
"{0} = wave grid kind; {1} = filename","Saving corrected s1d ({0}) file: {1}","","print that we are saving the s1d corrected file","40-019-00024","ALL"
"{0} = filename","Saving recon E2DS file: {0}","","prints that we are saving the e2ds recon file","40-019-00025","ALL"
"{0} = wave grid kind; {1} = filename","Saving recon s1d ({0}) file: {1}","","prints that we are saving the s1d recon file","40-019-00026","ALL"
"None","Constructing data cubes","","prints that we are constructing cudes","40-019-00027","ALL"
"{0} = file type; {1} = iteration number; {2} = total number of files","Processing {0} file {1} of {2}","","prints that we are processing template file iteration number","40-019-00028","ALL"
"{0} = filename","Saving median template file: {0}","","prints that we are saving the template file","40-019-00029","ALL"
"{0} = filename","Saving Big Cube: {0}","","prints that we are saving the big cube file","40-019-00030","ALL"
"{0} = filename","Saving Big Cube 0: {0}","","prints that we are saving the big cube 0 file","40-019-00031","ALL"
"{0} = iteration number; {1} = total number of iterations; {2} = h20 depth; {3} = airmass","Iteration {0}/{1} H20 depth: {2:.4f} Other gases depth: {3:.4f} Airmass: {4:.4f}","","prints the iteration number for calculate_telluric_absorption and some stats","40-019-00032","ALL"
"{0} = filename","\tReading file: {0}","","prints the file that we are reading","40-019-00033","ALL"
"{0} = iteration number; {1} = total number of itreations","E2DS low f filter iteration {0} of {1}","","prints that we are looping through low f iterations on e2ds big cube","40-019-00034","ALL"
"{0} = iteration number; {1} = total number of itreations","S1D low f filter iteration {0} of {1}","","prints that we are looping through low f iterations on s1d big cube","40-019-00035","ALL"
"{0} = filename","Saving median s1d template file: {0}","","prints that we are saving the s1d template file","40-019-00036","ALL"
"{0} = filename","Saving s1d big cube file: {0}","","prints that we are saving the s1dbig cube file","40-019-00037","ALL"
"{0} = s1d format","Building {0} template.","","prints which s1d format we are processing","40-019-00038","ALL"
"{0} = number of files found; {1} = type of telluric files searched for","Found {0} files of type {1}","","prints how many files were found from the tellu db for key/objnames","40-019-00039","ALL"
"None","Pre-cleaning data","","prints that we are doing pre-cleaning","40-019-00040","ALL"
"{0} = iteration number; {1} = dexpo; {2} = expo_water; {3} = expo_others; {4} = dv_abso","\titeration={0} dexpo={1:.3e} dv_abso={4:.3f} [m/s]\n\t\texpo_water={2:.3f} expo_others={3:.3f}","","prints the pre-clean iteration loop text","40-019-00041","ALL"
"None","Cleaning OH lines","","prints that we are cleaning up OH lines","40-019-00042","ALL"
"{0} = pre-clean file","Reading pre-cleaned file from: {0}","","prints that we are reading pre-cleaned file from disk","40-019-00043","ALL"
"{0} = pre-clean file","Writing pre-cleaned file to: {0}","","prints that we are writing pre-cleaned file to disk","40-019-00044","ALL"
"{0} = template key","Loading {0} files","","prints that we are loading templates","40-019-00045","ALL"
"{0} = trans key","Loading {0} files","","prints that we are loading tramission files","40-019-00046","ALL"
"{0} = tapas file","Writing tapas file: {0}","","prints that we are writing tapas file","40-019-00047","ALL"
"{0} = objname; {1} = dprtype","File validated: OBJECT={0} DPRTYPE={1}","","prints that we validated file","40-019-00048","ALL"
"{0} = fiber name","Correcting fiber {0}","","prints that we are telluric correcting fiber","40-019-00049","ALL"
"{0} = key name; {1} = filename","Skipping trans file (Header does not contain '{0}') \n\t Filename = {1}","","prints that trans file is missing required header key","40-019-00050","ALL"
"{0} = BERV coverage","Calculated BERV coverage: {0} km/s","","print that the berv coverage is this value","40-019-00051","ALL"
"{0} = number of OH lines masked","OH Cleaning: Num of masked lines = {0}","","prints that we have masked this many oh lines in oh cleaning","40-019-00052","ALL"
"{0} = filename","Saving mk tellu model file: {0}","","prints that we are saving the mk tellu model file","40-019-00053","ALL"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Radial velocity messages","40-020-00000","ALL"
"{0} = target rv","Computing CCF at Rv={0:6.1f} [km/s]","","prints theat we are computing the ccf","40-020-00001","ALL"
"{0} = ccf file","Template used for CCF computation: {0}","","Prints that we are loading the CCF file","40-020-00002","ALL"
"{0} = fiber name; {1} = rv uncertainty","On fiber {0} estimated RV uncertainty on spectrum is {1:.3f}","","prints the ccf rv uncertainty","40-020-00003","ALL"
"{0} = contrast; {1} = drift; {2} = rv noise; {3} = fwhm; {4} = max cpp","Correlation: C={0:1f}[%] RV={1:.5f}[km/s] RV_NOISE={2:.5f}[km/s] FWHM={3:.4f}[km/s]","","prints the fp correlation stats","40-020-00004","ALL"
"{0} = fiber; {1} = order number","Processing CCF fiber {0} for Order {1}","","prints which order we are processing the ccf for","40-020-00005","ALL"
"{0} = fiber; {1} = filename","Saving CCF {0} file: {1}","","prints that we are saving the ccf fits file to file","40-020-00006","ALL"
"{0} = fiber","Computing CCF on fiber {0}","","prints that we are computing CCF on fiber","40-020-00007","ALL"
"","","","","",""
"None","","","Polarimetry messages","40-021-00000","ALL"
"{0} = filename; {1} = fiber; {2} = stokes parameter; {3} = exposure number; {4} = sequence number; {5} = total number of sequences","Loading polar file {0} \n\t Fiber={1} Stokes={2} Exposure={3} ({4} of {5})","","Prints that we are loading a polar file","40-021-00001","ALL"
"{0} = function kind used to calculate polarisation","Running {0} function to calculate polarization","","Prints the function we are using to calculate polarization","40-021-00002","ALL"
"None","Calculating Stokes I total flux","","Prints that we are running stokes I total flux calculation","40-021-00003","ALL"
"None","Running LSD analysis","","prints that we are running LSD calculation","40-021-00004","ALL"
"{0} = filename","Saving POL file: {0}","","prints that we are saving pol file","40-021-00005","ALL"
"{0} = filename","Saving NULL1 file: {0}","","prints that we are saving null1 file","40-021-00006","ALL"
"{0} = filename","Saving NULL2 file: {0}","","prints that we are saving null2 file","40-021-00007","ALL"
"{0} = filename","Saving Stokes I file: {0}","","prints that we are saving stokes I file","40-021-00008","ALL"
"{0} = filename","Saving LSD file: {0}","","prints that we are saving lsd file","40-021-00009","ALL"
"{0} = kind; {1} = filename","Saving S1D {0} to file: {1}","","prints that we are saving the s1d to file","40-021-00010","ALL"
"{0} = lsd mask filename","Mask used for LSD computation: {0}","","prints the mask used for LSD calculation","40-021-00011","ALL"
"None","Part 1: loading input data","","prints part 1 of polar code","40-021-00012","ALL"
"None","Part 2: Run polar analysis","","prints part 2 of polar code","40-021-00013","ALL"
"None","Part 3: Run continuum analysis","","prints part 3 of polar code","40-021-00014","ALL"
"None","Part 4: Run LSD Analysis","","prints part 4 of polar code","40-021-00015","ALL"
"None","Part 5: Quality Control","","prints part 5 of polar code","40-021-00016","ALL"
"None","Part 6: Making S1D tables","","prints part 6 of polar code","40-021-00017","ALL"
"None","Part 7: Writing files","","prints part 7 of polar code","40-021-00018","ALL"
"None","Part 8: plots","","prints part 8 of polar code","40-021-00019","ALL"
